breed,coat_type,coat_length,size,shedding,grooming_frequency,matting_risk,heat_sensitivity,moisture_sensitivity,double_coat,clipping_risk,style,season,price,maintenance_level,season_fit,clip_intensity,undercoat_safe,base_popularity,coat_compatible,size_compatible,expert_score
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,23.6825
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,24.921000000000003
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,0,5.0
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,0,5.0
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,20.003000000000004
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,21.570000000000004
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,5.0
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,5.0
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,42.922499999999985
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,50.763999999999996
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,97.51299999999999
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,86.39099999999999
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.4775
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.1575
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,99.0
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,0,1,53.365
Miniature Schnauzer,wire,medium,small,low,high,0.6,0.65,0.65,1,0.45,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,0,1,51.995
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,95.455
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,92.195
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,1,1,78.64500000000001
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,1,1,79.355
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,1,69.758
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,1,73.45750000000001
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,21.158000000000005
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,21.990000000000002
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,1,1,65.97200000000001
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,1,1,67.55999999999999
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,79.18499999999999
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,85.58
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,99.0
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,94.165
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.614999999999995
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.4725
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,93.875
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,0,1,39.29
Cocker Spaniel,silky,long,medium,medium,high,0.9,0.75,0.9,0,0.2,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,0,1,36.625
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,84.67999999999999
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,84.17599999999999
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,22.72
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,24.704
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,0,5.0
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,0,5.0
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,18.848000000000003
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,21.360000000000003
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,10.432000000000002
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,13.056
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,75.05999999999999
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,84.65599999999999
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,90.758
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,86.104
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,0,1,5.34
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,0,1,10.0
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,90.36
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,85.856
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,89.44
Dachshund,single,short,small,low,low,0.15,0.6,0.4,0,0.1,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,89.68
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,0,1,31.037499999999998
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,0,1,30.176
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,22.9125
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,24.704
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,1,68.669
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,1,72.88000000000001
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,19.079000000000004
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,21.360000000000003
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,5.0
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,5.0
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,0,1,5.0
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,0,1,5.0
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,91.20899999999999
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,86.104
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.3675
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,64.0
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,99.0
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,99.0
Beagle,double,short,medium,medium,low,0.15,0.6,0.45,1,0.9,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,99.0
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,83.96499999999999
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,83.63
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,22.335
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,24.270000000000003
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,0,5.0
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,0,5.0
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,18.386000000000003
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,20.940000000000005
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,10.124
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,12.719999999999999
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,74.23499999999999
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,84.03999999999999
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,89.356
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,85.53
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,0,1,5.285
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,0,1,9.684999999999999
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,88.98
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,85.31
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,88.67
Chihuahua,single,short,small,low,low,0.1,0.5,0.3,0,0.1,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,89.05000000000001
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,0,1,31.752499999999998
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,0,1,32.086999999999996
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,23.2975
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,26.223
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,1,0,49.911
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,1,0,55.2275
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,19.541000000000004
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.830000000000002
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,5.0
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,5.0
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,0,1,5.0
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,0,1,5.0
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,92.61099999999999
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,88.113
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,1,1,59.4225
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,1,1,65.10249999999999
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,99.0
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,99.0
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,99.0
Pug,double,short,small,high,medium,0.2,0.95,0.55,1,0.9,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,99.0
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,85.0375
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,86.08699999999999
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,22.9125
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,26.223
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,0,5.0
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,0,5.0
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,19.079000000000004
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.830000000000002
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,10.586000000000002
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,14.232
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,75.4725
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,86.812
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,91.20899999999999
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,88.113
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,0,1,5.367500000000001
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,0,1,11.1025
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,90.8
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,87.767
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,89.825
French Bulldog,single,short,small,low,low,0.15,0.95,0.45,0,0.1,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,91.885
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,85.0375
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,86.08699999999999
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,22.9125
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,26.223
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,1,14.669000000000002
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,1,20.2275
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,19.079000000000004
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.830000000000002
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,10.586000000000002
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,14.232
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,75.4725
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,86.812
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,91.20899999999999
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,88.113
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,0,1,5.367500000000001
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,0,1,11.1025
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Bath & Brush Only,rainy,600.0,0.2,0.9,0.0,1,0.88,1,1,90.8
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,Bath & Brush Only,dry,600.0,0.2,0.78,0.0,1,0.88,1,1,87.767
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,De-shedding Treatment,rainy,700.0,0.3,0.92,0.05,1,0.9,1,1,89.825
Bulldog,single,short,medium,low,low,0.15,0.95,0.45,0,0.1,De-shedding Treatment,dry,700.0,0.3,0.9,0.05,1,0.9,1,1,91.885
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Puppy Cut,rainy,800.0,0.35,0.82,0.65,1,0.82,1,1,84.67999999999999
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Puppy Cut,dry,800.0,0.35,0.78,0.65,1,0.82,1,1,85.541
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Teddy Bear Cut,rainy,800.0,0.65,0.58,0.55,1,0.78,0,1,22.72
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Teddy Bear Cut,dry,800.0,0.65,0.62,0.55,1,0.78,0,1,25.789
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Feathered Trim,rainy,1100.0,0.78,0.42,0.25,1,0.64,0,1,14.548000000000002
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Feathered Trim,dry,1100.0,0.78,0.55,0.25,1,0.64,0,1,19.8425
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Lamb Cut,rainy,800.0,0.58,0.52,0.6,1,0.68,0,1,18.848000000000003
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Lamb Cut,dry,800.0,0.58,0.6,0.6,1,0.68,0,1,22.410000000000004
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Lion Cut,rainy,1200.0,0.72,0.4,0.85,0,0.5,0,1,10.432000000000002
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Lion Cut,dry,1200.0,0.72,0.48,0.85,0,0.5,0,1,13.895999999999999
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Summer Cut,rainy,750.0,0.25,0.48,0.9,0,0.74,1,1,75.05999999999999
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Summer Cut,dry,750.0,0.25,0.88,0.9,0,0.74,1,1,86.196
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Sanitary Trim,rainy,800.0,0.18,0.95,0.2,1,0.85,1,1,90.758
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Sanitary Trim,dry,800.0,0.18,0.82,0.2,1,0.85,1,1,87.539
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Show Cut,rainy,1500.0,0.95,0.32,0.45,1,0.42,0,1,5.34
American Bully,single,short,medium,low,low,0.15,0.85,0.4,0,0.1,Show Cut,dry,1500.0,0.95,0.45,0.45,1,0.42,0,1,10.7875
